county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Hutchinson,3,elections,https://www.co.hutchinson.tx.us/page/hutchinson.ElectionInformation,false,"found via link ""Election Information"" score=9",ok,200,,confident,"[plain] county name 'Hutchinson' in page; seat 'Stinnett' in page | elections keywords: election, voter, voting, ballot | title=""Hutchinson County, Texas""",
Hutchinson,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Hutchinson,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Hutchinson,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Irion,3,homepage,https://www.co.irion.tx.us/,false,"discovered homepage — 'Irion' in page; seat 'Mertzon' in page; Texas/TX present; official TLD (tx.us); gov signals: sheriff, courthouse",ok,200,,confident,"[plain] county name 'Irion' in page; seat 'Mertzon' in page | homepage keywords: county | title=""Irion County, TX | Official Website""",
Irion,3,elections,https://www.co.irion.tx.us/1205/Elections,false,"found via link ""Elections"" score=15",ok,200,,confident,"[plain] county name 'Irion' in page; seat 'Mertzon' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Irion County, TX""",
Irion,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Irion,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Irion,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jack,3,homepage,https://www.jackcounty.texas.gov/,false,"discovered homepage — web-search verified: state .texas.gov; commissioners court, clerk, tax assessor, elections admin; Jacksboro. NOTE Cloudflare JS challenge; legacy jackcounty.org is dead",ok,200,,confident,"[plain] county name 'Jack' in page; seat 'Jacksboro' in page | homepage keywords: county | title=""Home Page | Jack County TX""",
Jack,3,elections,https://www.jackcounty.texas.gov/elections-administrator,false,"found via link ""Elections"" score=24",ok,200,,confident,"[plain] county name 'Jack' in page; seat 'Jacksboro' in page | elections keywords: election, voting, ballot | title=""Elections Administrator | Jack County TX""",
Jack,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jack,3,early_voting,https://www.jackcounty.texas.gov/elections-administrator/page/early-voting,false,"found via ""Early Voting"" score=11",ok,200,,confident,"[plain] county name 'Jack' in page; seat 'Jacksboro' in page | early_voting keywords: early voting | title=""Early Voting | Jack County TX""",
Jack,3,results,http://apps.easydoc.jackcounty.org/elections/,true,"found via ""Local Election Returns"" score=17",ok,200,,confident,"[plain] county name 'Jack' in page | results keywords: returns | title=""Election Returns""",
Jackson,3,homepage,https://www.co.jackson.tx.us/,false,"discovered homepage — 'Jackson' in page; seat 'Edna' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Jackson' in page; seat 'Edna' in page | homepage keywords: county | title=""Jackson County, Texas""",
Jackson,3,elections,https://www.co.jackson.tx.us/page/VotingElectionInformation,false,"found via link ""Elections & Voting"" score=20",ok,200,,confident,"[plain] county name 'Jackson' in page; seat 'Edna' in page | elections keywords: election, voter, voting, ballot | title=""Elections and Voting - Home | Jackson County, TX""",
Jackson,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jackson,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jackson,3,results,https://www.co.jackson.tx.us/page/BidNoticesResults,false,"found via ""Bid Notices & Results"" score=8",ok,200,,confident,"[plain] county name 'Jackson' in page; seat 'Edna' in page | results keywords: results | title=""Bid Notices and Results | Jackson County, TX""",
Jasper,3,homepage,https://www.co.jasper.tx.us/,false,"discovered homepage — 'Jasper' in page; seat 'Jasper' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Jasper' in page; seat 'Jasper' in page | homepage keywords: county | title=""Home Page - Jasper County""",
Jasper,3,elections,https://www.co.jasper.tx.us/page/jasper.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Jasper' in page; seat 'Jasper' in page | elections keywords: election, voter, voting, ballot | title=""Elections - Jasper County""",
Jasper,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jasper,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jasper,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jeff Davis,3,homepage,https://www.jeffdaviscounty.texas.gov/,false,"discovered homepage — 'Jeff Davis' in page; seat 'Fort Davis' in page; Texas/TX present; official TLD (texas.gov); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Jeff Davis' in page; seat 'Fort Davis' in page | homepage keywords: county | title=""Jeff Davis County, Texas""",
Jeff Davis,3,elections,https://www.jeffdaviscounty.texas.gov/page/jeffdavis.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Jeff Davis' in page; seat 'Fort Davis' in page | elections keywords: election, voter, voting, ballot | title=""March 3, 2026 Joint Primary Election Information""",
Jeff Davis,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jeff Davis,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jeff Davis,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jefferson,3,homepage,https://jeffersoncountytx.gov/,false,"discovered homepage — 'Jefferson' in page; seat 'Beaumont' in page; Texas/TX present; official TLD (jeffersoncountytx.gov); gov signals: commissioners court, county clerk, district clerk",ok,200,,confident,"[plain] county name 'Jefferson' in page; seat 'Beaumont' in page | homepage keywords: county | title=""Jefferson County TX""",
Jefferson,3,elections,https://www.jeffcotxvotes.gov,true,"found via link ""Voter Registration"" score=23",ok,200,,confident,"[plain] county name 'Jefferson' in page; seat 'Beaumont' in page | elections keywords: election, voter, voting, ballot | title=""Jefferson County, Texas – Jefferson County, Texas Elections""",
Jefferson,3,polling,https://www.jeffcotxvotes.gov/elections/elections-dept/election-polling-locations/,true,"found via ""Election Polling Locations & Times"" score=19",ok,200,,confident,"[plain] county name 'Jefferson' in page; seat 'Beaumont' in page | polling keywords: polling, election day | title=""Election Polling Locations & Times – Jefferson County, Texas""",
Jefferson,3,early_voting,https://www.jeffcotxvotes.gov/event/early-voting-november-election-8/,true,"found via ""Early Voting – November Election"" score=9 (weak match — review)",ok,200,,confident,"[plain] county name 'Jefferson' in page; seat 'Beaumont' in page | early_voting keywords: early voting | title=""Early Voting – November Election – Jefferson County, Texas""",
Jefferson,3,results,https://www.jeffcotxvotes.gov/elections/history-maps/archived-election-results/,true,"found via ""Archived Election Results"" score=21",ok,200,,confident,"[plain] county name 'Jefferson' in page; seat 'Beaumont' in page | results keywords: election result, results | title=""Archived Election Results – Jefferson County, Texas""",
Jim Hogg,3,homepage,https://www.co.jim-hogg.tx.us/,false,"discovered homepage — 'Jim Hogg' in page; seat 'Hebbronville' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Jim Hogg' in page; seat 'Hebbronville' in page | homepage keywords: county | title=""Jim Hogg County, Texas""",
Jim Hogg,3,elections,https://www.co.jim-hogg.tx.us/page/jim-hogg.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Jim Hogg' in page; seat 'Hebbronville' in page | elections keywords: election, voter, voting, ballot | title=""Jim Hogg County, Texas""",
Jim Hogg,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jim Hogg,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jim Hogg,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jim Wells,3,homepage,https://www.co.jim-wells.tx.us/,false,"discovered homepage — 'Jim Wells' in page; seat 'Alice' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Jim Wells' in page; seat 'Alice' in page | homepage keywords: county | title=""Jim Wells County""",
Jim Wells,3,elections,https://jimwellscountyelections.gov/,true,"found via link ""Elections Office"" score=26",ok,200,,confident,"[plain] county name 'Jim Wells' in page; seat 'Alice' in page | elections keywords: election, voter, voting, ballot | title=""Voter Information - Jim Wells County Elections""",
Jim Wells,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jim Wells,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jim Wells,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Johnson,3,homepage,https://www.johnsoncountytx.org/,false,"discovered homepage — web-search verified: 'Johnson County, TX'; commissioners court, clerks, sheriff; courthouse Cleburne. NOTE 403 to bare UA, 200 with full browser headers",ok,200,,confident,"[plain] county name 'Johnson' in page | homepage keywords: county | title=""Johnson County, TX | Home""",
Johnson,3,elections,https://www.johnsoncountytx.org/departments/elections-office,false,Elections Office landing; verified in a real browser (403s to crawlers),ok,200,,confident,"[plain] county name 'Johnson' in page; seat 'Cleburne' in page | elections keywords: election, voter, voting, ballot | title=""Elections Office | Johnson County, TX""",
Johnson,3,polling,https://www.johnsoncountytx.org/departments/elections-office/early-voting-and-election-day-locations-651,false,Combined EV + election-day locations; numeric suffix rotates each cycle,ok,200,,confident,"[plain] county name 'Johnson' in page | polling keywords: election day | title=""TBA | Johnson County, TX""",
Johnson,3,early_voting,https://www.johnsoncountytx.org/departments/elections-office/early-voting-and-election-day-locations-651,false,Same combined page as polling — no separate EV page exists,ok,200,,confident,"[plain] county name 'Johnson' in page | early_voting keywords: early voting | title=""TBA | Johnson County, TX""",
Johnson,3,results,https://www.johnsoncountytx.org/departments/elections-office/current-election-results,false,HTML results page; archive at /election-results/elections-archive,ok,200,,confident,"[plain] county name 'Johnson' in page | results keywords: election result, results | title=""Election Results | Johnson County, TX""",
Jones,3,homepage,https://www.co.jones.tx.us/,false,"discovered homepage — 'Jones' in page; seat 'Anson' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Jones' in page; seat 'Anson' in page | homepage keywords: county | title=""Home Page - Jones County""",
Jones,3,elections,https://www.co.jones.tx.us/page/jones.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Jones' in page; seat 'Anson' in page | elections keywords: election, voter, voting, ballot | title=""Elections - Jones County""",
Jones,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jones,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Jones,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Karnes,3,homepage,https://www.co.karnes.tx.us/,false,"discovered homepage — 'Karnes' in page; seat 'Karnes City' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Karnes' in page; seat 'Karnes City' in page | homepage keywords: county | title=""Karnes County, Texas""",
Karnes,3,elections,https://www.co.karnes.tx.us/page/karnes.Elections,false,"found via link ""Elections/Voter Info"" score=20",ok,200,,confident,"[plain] county name 'Karnes' in page; seat 'Karnes City' in page | elections keywords: election, voter, voting, ballot | title=""Karnes County, Texas""",
Karnes,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Karnes,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Karnes,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Kaufman,3,homepage,https://www.kaufmancounty.net/,false,"discovered homepage — web-search verified: 'Kaufman County, TX | Official Website'; government/departments, elections; Kaufman TX",ok,200,,confident,"[plain] county name 'Kaufman' in page; seat 'Kaufman' in page | homepage keywords: county | title=""Kaufman County, TX | Official Website""",
Kaufman,3,elections,https://www.kaufmancounty.net/237/Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Kaufman' in page; seat 'Kaufman' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Kaufman County, TX""",
Kaufman,3,polling,https://www.kaufmancounty.net/434/CURRENT-ELECTION-INFORMATION,false,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Kaufman' in page; seat 'Kaufman' in page | polling keywords: election day | title=""CURRENT ELECTION INFORMATION | Kaufman County, TX""",
Kaufman,3,early_voting,https://www.kaufmancounty.net/434/CURRENT-ELECTION-INFORMATION,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Kaufman' in page; seat 'Kaufman' in page | early_voting keywords: early voting | title=""CURRENT ELECTION INFORMATION | Kaufman County, TX""",
Kaufman,3,results,https://www.kaufmancounty.net/436/ELECTION-RESULTS,false,"found via ""ELECTION RESULTS"" score=21",ok,200,,confident,"[plain] county name 'Kaufman' in page; seat 'Kaufman' in page | results keywords: election result, results | title=""ELECTION RESULTS | Kaufman County, TX""",
Kendall,3,homepage,https://www.kendallcountytx.gov/,false,"discovered homepage — 'Kendall' in page; seat 'Boerne' in page; Texas/TX present; official TLD (kendallcountytx.gov); gov signals: commissioner's court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Kendall' in page; seat 'Boerne' in page | homepage keywords: county | title=""Kendall County, TX | Official Website""",
Kendall,3,elections,https://www.kendallcountytx.gov/211/Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Kendall' in page; seat 'Boerne' in page | elections keywords: election, voter, voting | title=""Elections | Kendall County, TX""",
Kendall,3,polling,https://www.kendallcountytx.gov/262/Current-Election-Information,false,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Kendall' in page; seat 'Boerne' in page | polling keywords: polling, vote center, election day | title=""Current Election Information | Kendall County, TX""",
Kendall,3,early_voting,https://www.kendallcountytx.gov/262/Current-Election-Information,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Kendall' in page; seat 'Boerne' in page | early_voting keywords: early voting | title=""Current Election Information | Kendall County, TX""",
Kendall,3,results,https://www.kendallcountytx.gov/219/Election-Results-Maps,false,"found via ""Election Results & Maps"" score=21",ok,200,,confident,"[plain] county name 'Kendall' in page; seat 'Boerne' in page | results keywords: election result, results | title=""Election Results & Maps | Kendall County, TX""",
Kent,3,homepage,https://www.co.kent.tx.us/,false,"discovered homepage — 'Kent' in page; seat 'Jayton' in page; Texas/TX present; official TLD (tx.us); gov signals: county judge, county clerk, district clerk",ok,200,,confident,"[plain] county name 'Kent' in page; seat 'Jayton' in page | homepage keywords: county | title=""Kent County, Texas""",
Kent,3,elections,https://www.co.kent.tx.us/page/kent.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Kent' in page; seat 'Jayton' in page | elections keywords: election, voter, ballot | title=""Elections - Kent County, TX""",
Kent,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Kent,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Kent,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Kimble,3,homepage,https://www.co.kimble.tx.us/,false,"discovered homepage — 'Kimble' in page; seat 'Junction' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Kimble' in page; seat 'Junction' in page | homepage keywords: county | title=""Home | Kimble County, Texas""",
Kimble,3,elections,https://www.co.kimble.tx.us/page/Elections,false,"found via link ""Elections & Voting"" score=25",ok,200,,confident,"[plain] county name 'Kimble' in page; seat 'Junction' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Kimble County, Texas""",
Kimble,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Kimble,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Kimble,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Kinney,3,homepage,https://www.co.kinney.tx.us/,false,"discovered homepage — 'Kinney' in page; seat 'Brackettville' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, commissioner's court, county judge",ok,200,,confident,"[plain] county name 'Kinney' in page; seat 'Brackettville' in page | homepage keywords: county | title=""Kinney County, Texas""",
Kinney,3,elections,https://www.co.kinney.tx.us/page/Elections,false,"found via link ""Elections - Home"" score=12",ok,200,,confident,"[plain] county name 'Kinney' in page; seat 'Brackettville' in page | elections keywords: election | title=""Elections Home | Kinney County, Texas""",
Kinney,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Kinney,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Kinney,3,results,https://www.co.kinney.tx.us/page/Elections.2026,false,"found via ""2026 Election Results"" score=21",ok,200,,confident,"[plain] county name 'Kinney' in page; seat 'Brackettville' in page | results keywords: election result, results, unofficial | title=""Elections 2026 | Kinney County, Texas""",
Kleberg,3,homepage,https://www.co.kleberg.tx.us/,false,"discovered homepage — 'Kleberg' in page; seat 'Kingsville' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Kleberg' in page; seat 'Kingsville' in page | homepage keywords: county | title=""Kleberg County, Texas""",
Kleberg,3,elections,https://www.co.kleberg.tx.us/page/kleberg.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Kleberg' in page; seat 'Kingsville' in page | elections keywords: election, voter, voting, ballot | title=""Kleberg County, Texas""",
Kleberg,3,polling,,false,GAP: candidate is non-HTML (application/msword) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/msword) — out of scope,
Kleberg,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Kleberg,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Knox,3,homepage,https://www.knoxcountytexas.org/,false,"discovered homepage — web-search verified: commissioners court, county judge, clerks, sheriff, tax assessor; Benjamin TX",ok,200,,confident,"[plain] county name 'Knox' in page; seat 'Benjamin' in page | homepage keywords: county | title=""Knox County, Texas""",
Knox,3,elections,https://www.knoxcountytexas.org/page/knox.elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Knox' in page; seat 'Benjamin' in page | elections keywords: election, voting | title=""Knox County, Texas""",
Knox,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Knox,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Knox,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Lamar,3,homepage,https://www.lamarcountytx.gov,false,discovered homepage — 'Lamar' in page; seat 'Paris' in page; Texas/TX present; official TLD (lamarcountytx.gov); gov signals: courthouse,ok,200,,confident,"[plain] county name 'Lamar' in page; seat 'Paris' in page | homepage keywords: county | title=""Lamar County, TX | Official Website""",
Lamar,3,elections,https://www.lamarcountytx.gov/1206/Elections,false,"found via link ""Elections"" score=20 [via 1194 page]",ok,200,,confident,"[plain] county name 'Lamar' in page; seat 'Paris' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Lamar County, TX""",
Lamar,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Lamar,3,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Lamar,3,results,https://results.enr.clarityelections.com/TX/Lamar/,true,"found via ""Election Results"" score=21",ok,200,,confident,"[headless] county name 'Lamar' in page; seat 'Paris' in page | results keywords: election night, list elections | title=""List Elections""",
Lamb,3,homepage,https://www.co.lamb.tx.us/,false,"discovered homepage — 'Lamb' in page; seat 'Littlefield' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Lamb' in page; seat 'Littlefield' in page | homepage keywords: county | title=""Lamb County, Texas""",
Lamb,3,elections,https://www.co.lamb.tx.us/page/lamb.ElectionsHome,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Lamb' in page; seat 'Littlefield' in page | elections keywords: election, voter, voting, ballot | title=""Lamb County, Texas""",
Lamb,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Lamb,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Lamb,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Lampasas,3,homepage,https://www.co.lampasas.tx.us/,false,"discovered homepage — 'Lampasas' in page; seat 'Lampasas' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Lampasas' in page; seat 'Lampasas' in page | homepage keywords: county | title=""Lampasas County, Texas""",
Lampasas,3,elections,https://www.co.lampasas.tx.us/page/lampasas.testpage2,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Lampasas' in page; seat 'Lampasas' in page | elections keywords: election, voter, voting, ballot | title=""Lampasas County, Texas""",
Lampasas,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Lampasas,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Lampasas,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
La Salle,3,homepage,https://www.co.la-salle.tx.us/,false,"discovered homepage — 'La Salle' in page; seat 'Cotulla' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, commissioner's court, county judge",ok,200,,confident,"[plain] county name 'La Salle' in page; seat 'Cotulla' in page | homepage keywords: county | title=""La Salle County, Texas - Official Website""",
La Salle,3,elections,https://www.co.la-salle.tx.us/index.php/offices/election-board,false,"found via link ""ELECTIONS DEPARTMENT"" score=20",ok,200,,confident,"[plain] county name 'La Salle' in page; seat 'Cotulla' in page | elections keywords: election, voter, ballot | title=""ELECTIONS DEPARTMENT""",
La Salle,3,polling,https://www.co.la-salle.tx.us/index.php/offices/election-board?view=article&id=289:general-election-for-november-8-2022%20&catid=78,false,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'La Salle' in page; seat 'Cotulla' in page | polling keywords: polling | title=""General Election for November 8, 2022""",
La Salle,3,early_voting,https://www.co.la-salle.tx.us/index.php/offices/election-board?view=article&id=248:early-voting-rosters-march-2020&catid=78:government,false,"found via ""Early Voting Rosters"" score=11",ok,200,,confident,"[plain] county name 'La Salle' in page; seat 'Cotulla' in page | early_voting keywords: early voting | title=""Early Voting Rosters March 2020""",
La Salle,3,results,https://www.co.la-salle.tx.us/index.php/offices/election-board?view=article&id=251:march-2020-primary-election-results&catid=78:government,false,"found via ""Election Results"" score=21",ok,200,,confident,"[plain] county name 'La Salle' in page; seat 'Cotulla' in page | results keywords: election result, results | title=""March 2020 Primary Election Results""",
Lavaca,3,homepage,https://www.co.lavaca.tx.us/,false,"discovered homepage — 'Lavaca' in page; seat 'Hallettsville' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Lavaca' in page; seat 'Hallettsville' in page | homepage keywords: county | title=""Home | Lavaca County, Texas""",
Lavaca,3,elections,https://www.co.lavaca.tx.us/page/Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Lavaca' in page; seat 'Hallettsville' in page | elections keywords: election, voter, voting, ballot | title=""Lavaca County Elections""",
Lavaca,3,polling,https://www.co.lavaca.tx.us/page/Elections.Official-Polling-Locations,false,"found via ""Polling Locations"" score=21",ok,200,,confident,"[plain] county name 'Lavaca' in page; seat 'Hallettsville' in page | polling keywords: polling | title=""Lavaca County Texas""",
Lavaca,3,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Lavaca,3,results,,false,GAP: candidate is non-HTML (image/jpeg) — out of scope,gap,,,gap,GAP: candidate is non-HTML (image/jpeg) — out of scope,
Lee,3,homepage,https://www.co.lee.tx.us/,false,"discovered homepage — 'Lee' in page; seat 'Giddings' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Lee' in page; seat 'Giddings' in page | homepage keywords: county | title=""Lee County, Texas""",
Lee,3,elections,https://www.co.lee.tx.us/page/lee.Elections,false,"found via link ""Elections Administrator"" score=20",ok,200,,confident,"[plain] county name 'Lee' in page; seat 'Giddings' in page | elections keywords: election, voter, voting, ballot | title=""Lee County, Texas""",
Lee,3,polling,https://www.co.lee.tx.us/page/lee.Elections2024,false,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Lee' in page; seat 'Giddings' in page | polling keywords: polling, election day | title=""Lee County, Texas""",
Lee,3,early_voting,https://www.co.lee.tx.us/page/lee.Elections2024,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Lee' in page; seat 'Giddings' in page | early_voting keywords: early voting | title=""Lee County, Texas""",
Lee,3,results,,false,GAP: no county-specific page found (best candidate was an unrelated third-party site),gap,,,gap,GAP: no county-specific page found (best candidate was an unrelated third-party site),
Leon,3,homepage,https://www.co.leon.tx.us/,false,"discovered homepage — 'Leon' in page; seat 'Centerville' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Leon' in page; seat 'Centerville' in page | homepage keywords: county | title=""Leon County, Texas""",
Leon,3,elections,https://www.co.leon.tx.us/page/leon.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Leon' in page; seat 'Centerville' in page | elections keywords: election, voter, voting, ballot | title=""Leon County, Texas""",
Leon,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
